Date,Team,Acquired,Relinquished,Notes
2011-04-26,Hawks,,Etan Thomas,placed on IL
2011-04-26,Hawks,Damien Wilkins,,activated from IL
2011-04-26,Lakers,,Theo Ratliff,placed on IL
2011-04-26,Lakers,Trey Johnson,,activated from IL
2011-04-28,Mavericks,,Corey Brewer,placed on IL
2011-04-28,Mavericks,Rodrigue Beaubois,,activated from IL
2011-05-01,Celtics,,Carlos Arroyo,placed on IL
2011-05-01,Celtics,Sasha Pavlovic,,activated from IL
2011-05-02,Hawks,,Kirk Hinrich,placed on IL with strained right hamstring (out for season)
2011-05-02,Hawks,Pape Sy,,activated from IL
2011-05-02,Mavericks,,Rodrigue Beaubois,placed on IL
2011-05-02,Mavericks,Corey Brewer,,activated from IL
2011-05-04,Knicks,,Toney Douglas,surgery on right shoulder to repair torn labrum (out indefinitely)
2011-05-04,Nets,,Brook Lopez,surgery on upper right arm to remove bone mass and calcium deposit (out indefinitely)
2011-05-07,Celtics,Shaquille O'Neal,,activated from IL
2011-05-09,Heat,,Jamaal Magloire,placed on IL
2011-05-09,Heat,Udonis Haslem,,activated from IL
2011-05-10,Bobcats,,Gerald Henderson Jr.,surgery on left hip to repair torn labrum (out indefinitely)
2011-05-11,Celtics,,Shaquille O'Neal,placed on IL (out for season)
2011-05-11,Celtics,Troy Murphy,,activated from IL
2011-05-15,Heat,,Zydrunas Ilgauskas,placed on IL
2011-05-15,Heat,Jamaal Magloire,,activated from IL
2011-05-22,Heat,,Jamaal Magloire,placed on IL
2011-05-22,Heat,Zydrunas Ilgauskas,,activated from IL
2011-05-25,Bulls,,Omer Asik,stress fracture in left fibula (out for season)
2011-05-25,Warriors,,Stephen Curry,surgery on right ankle (out indefinitely)
2011-05-26,Bulls,,Omer Asik,placed on IL with stress fracture in left fibula (out for season)
2011-05-26,Bulls,Brian Scalabrine,,activated from IL
2011-05-31,Heat,,Zydrunas Ilgauskas,placed on IL
2011-05-31,Heat,Erick Dampier,,activated from IL
2011-06-03,Raptors,,Amir Johnson,surgery on left ankle (out indefinitely)
2011-06-05,Mavericks,,Brendan Haywood,placed on IL with strained right hip flexor
2011-06-05,Mavericks,Rodrigue Beaubois,,activated from IL
2011-06-07,Mavericks,,Rodrigue Beaubois,placed on IL
2011-06-07,Mavericks,Brendan Haywood,,activated from IL
2011-06-08,Hawks,,Marvin Williams,surgery on back to repair bulging disc (out indefinitely)
2011-06-09,Mavericks,,Brendan Haywood,placed on IL with strained right hip flexor (out for season)
2011-06-09,Mavericks,Rodrigue Beaubois,,activated from IL
2011-06-15,Kings,,Jason Thompson,fractured right big toe (out for season)
2011-06-27,Mavericks,,Rodrigue Beaubois,surgery on left foot (out indefinitely)
2011-09-28,Timberwolves,,Martell Webster,surgery on back (out indefinitely)
2011-10-07,Clippers,,Eric Bledsoe,surgery on right knee to repair torn lateral meniscus (out indefinitely)
2011-12-01,Heat,,Mike Miller,surgery to repair hernia (out indefinitely) (date approximate)
2011-12-09,Blazers,,LaMarcus Aldridge,underwent procedure on heart for Wolff-Parkinson-White Syndrome (irregular heartbeat) (DTD)
2011-12-12,Spurs,,Gary Neal,appendectomy (out indefinitely)
2011-12-14,Lakers,,Derrick Caracter,surgery on left knee to repair torn menuscus (out indefinitely)
2011-12-16,Bobcats,,Eduardo Najera,surgery on left knee to repair torn cartilage (out indefinitely)
2011-12-16,Bobcats,,Reggie Williams,torn meniscus in left knee (out indefinitely)
2011-12-17,Celtics,,Jeff Green,surgery on heart to repair aortic aneurysm (out for season)
2011-12-20,Grizzlies,,Darrell Arthur,ruptured right Achilles tendon (out for season)
2011-12-22,Nets,,Brook Lopez,surgery on right foot to repair stress fracture (out indefinitely)
2011-12-25,Blazers,,Greg Oden,surgery on left knee (out indefinitely)
2011-12-25,Bobcats,,Reggie Williams,surrgery on left knee to repair torn meniscus (out indefinitely)
2011-12-25,Cavaliers,,Semih Erden,left thumb injury (out indefinitely)
2011-12-25,Celtics,,Jeff Green,placed on IL with heart condition (out for season)
2011-12-25,Celtics,,Mickael Pietrus,placed on IL with right knee injury
2011-12-25,Celtics,,Paul Pierce,placed on IL with bone bruise in right heel
2011-12-25,Clippers,,Chris Wright,placed on IL
2011-12-25,Clippers,,Reggie Evans,sprained right foot (DNP)
2011-12-25,Grizzlies,,Xavier Henry,right ankle injury (out indefinitely)
2011-12-25,Hawks,,Kirk Hinrich,surgery on left shoulder (out indefinitely)
2011-12-25,Heat,,Eddy Curry,placed on IL with strained left hip flexor
2011-12-25,Heat,,Mike Miller,placed on IL recovering from surgery to repair hernia
2011-12-25,Hornets,,DaJuan Summers,hyperextended right knee (out indefinitely)
2011-12-25,Knicks,,Baron Davis,placed on IL with back injury
2011-12-25,Knicks,,Iman Shumpert,sprained MCL in right knee (out indefinitely)
2011-12-25,Knicks,,Mike Bibby,sore back (DNP)
2011-12-25,Lakers,,Darius Morris,placed on IL
2011-12-25,Lakers,,Derrick Caracter,placed on IL recovering from surgery on left knee to repair torn menuscus
2011-12-25,Magic,,Daniel Orton,placed on IL
2011-12-25,Magic,,DeAndre Liggins,placed on IL with foot injury
2011-12-25,Mavericks,,Sean Williams,placed on IL
2011-12-25,Raptors,,Linas Kleiza,recovering from microfracture surgery on right knee to repair cartilage damage (out indefinitely)
2011-12-25,Thunder,,Lazar Hayward,placed on IL
2011-12-25,Thunder,,Ryan Reid,placed on IL
2011-12-25,Timberwolves,,Brad Miller,surgery on left knee (out indefinitely)
2011-12-25,Clippers,,Eric Bledsoe,surgery on right knee to repair torn lateral meniscus (out indefinitely)
2011-12-25,Clippers,,Eric Bledsoe,torn lateral meniscus in right knee (DTD)
2011-12-26,76ers,,Andres Nocioni,toe injury (DTD)
2011-12-26,76ers,,Lavoy Allen,placed on IL
2011-12-26,Blazers,,Armon Johnson,placed on IL
2011-12-26,Blazers,,Greg Oden,placed on IL recovering from surgery on left knee
2011-12-26,Bobcats,,Eduardo Najera,placed on IL recovering from surgery on left knee to repair torn cartilage
2011-12-26,Bobcats,,Reggie Williams,placed on IL with surrgery on left knee to repair torn meniscus
2011-12-26,Bobcats,,Tyrus Thomas,sprained left ankle (DNP)
2011-12-26,Bucks,,Carlos Delfino,sprained right wrist (DNP)
2011-12-26,Bucks,,Luc Mbah a Moute,placed on IL with patellar tendinitis in right knee
2011-12-26,Bucks,,Tobias Harris,placed on IL with dehydration
2011-12-26,Cavaliers,,Mychel Thompson,placed on IL
2011-12-26,Cavaliers,,Semih Erden,placed on IL with left thumb injury
2011-12-26,Grizzlies,,Darrell Arthur,placed on IL with ruptured right Achilles tendon (out for season)
2011-12-26,Grizzlies,,Xavier Henry,placed on IL
2011-12-26,Hornets,,DaJuan Summers,placed on IL with hyperextended right knee
2011-12-26,Hornets,,Gustavo Ayon,placed on IL
2011-12-26,Kings,,Hassan Whiteside,placed on IL recovering from surgery on left knee to repair torn patella tendon
2011-12-26,Mavericks,,Brandan Wright,placed on IL
2011-12-26,Mavericks,Sean Williams,,activated from IL
2011-12-26,Nets,,Brook Lopez,placed on IL recovering from surgery on right foot to repair stress fracture
2011-12-26,Nuggets,,Jordan Hamilton,placed on IL
2011-12-26,Nuggets,,Julyan Stone,placed on IL
2011-12-26,Pacers,,Jeff Foster,placed on IL with back injury
2011-12-26,Pacers,,Jeff Ayres,placed on IL with sprained right knee
2011-12-26,Raptors,,Aaron Gray,placed on IL with irregular heartbeat
2011-12-26,Raptors,,Linas Kleiza,placed on IL recovering from microfracture surgery on right knee to repair cartilage damage
2011-12-26,Rockets,,Hasheem Thabeet,placed on IL
2011-12-26,Rockets,,Patrick Patterson,placed on IL with right ankle injury
2011-12-26,Spurs,,Gary Neal,placed on IL recovering from appendectomy
2011-12-26,Timberwolves,,Brad Miller,placed on IL recovering from surgery on left knee
2011-12-26,Timberwolves,,Martell Webster,placed on IL recovering from surgery on back
2011-12-26,Timberwolves,,Nikola Pekovic,groin injury (DTD)
2011-12-26,Wizards,,Hamady N'Diaye,placed on IL
2011-12-26,Wizards,,Jan Vesely,placed on IL with hip injury
2011-12-27,Hawks,,Donald Sloan,placed on IL
2011-12-27,Hawks,,Kirk Hinrich,placed on IL recovering from surgery on left shoulder
2011-12-27,Lakers,,Matt Barnes,hip injury (DNP)
2011-12-27,Nets,,Jordan Williams,dehydration (DTD)
2011-12-28,Bobcats,,Tyrus Thomas,sprained left ankle (DNP)
2011-12-28,Celtics,,Chris Wilcox,bruised left shoulder (DNP)
2011-12-28,Clippers,Chris Wright,,activated from IL
2011-12-28,Hornets,,Eric Gordon,bruised right knee (DNP)
2011-12-28,Knicks,,Iman Shumpert,placed on IL with sprained MCL in right knee
2011-12-28,Knicks,,Jared Jeffries,calf injury (DTD)
2011-12-28,Thunder,,Royal Ivey,placed on IL
2011-12-28,Thunder,Lazar Hayward,,activated from IL with throat injury
2011-12-28,Warriors,,Stephen Curry,placed on IL with sprained right ankle
2011-12-28,Wizards,,Maurice Evans,placed on IL with knee injury
2011-12-28,Wizards,Hamady N'Diaye,,activated from IL
2011-12-29,Rockets,,Jeff Adrien,placed on IL
2011-12-29,Rockets,Hasheem Thabeet,,activated from IL
2011-12-30,Bobcats,,Tyrus Thomas,sprained left ankle (DNP)
2011-12-30,Celtics,,Chris Wilcox,placed on IL
2011-12-30,Celtics,Paul Pierce,,activated from IL
2011-12-30,Clippers,,Chauncey Billups,sore right groin (DNP)
2011-12-30,Clippers,,Reggie Evans,sprained right foot (DNP)
2011-12-30,Grizzlies,,Mike Conley Jr.,sprained left ankle (DNP)
2011-12-30,Hawks,,Jason Collins,knee injury (DNP)
2011-12-30,Hornets,,Eric Gordon,bruised right knee (DNP)
2011-12-30,Jazz,,Al Jefferson,sprained right ankle (DNP)
2011-12-30,Magic,,Jameer Nelson,placed on IL with strained neck
2011-12-30,Magic,Daniel Orton,,activated from IL
2011-12-30,Rockets,,Hasheem Thabeet,placed on IL
2011-12-30,Suns,,Michael Redd,placed on IL
2011-12-30,Timberwolves,,Jose Barea ,strained left hamstring (DNP)
2011-12-30,Timberwolves,,Malcom Lee,surgery on left knee to repair torn meniscus (DNP)
2011-12-30,Timberwolves,,Nikola Pekovic,strained left adductor muscle (DNP)
2011-12-31,76ers,Andres Nocioni,,returned to lineup
2011-12-31,Knicks,,Amar'e Stoudemire,sprained left ankle (DNP)
2011-12-31,Warriors,Stephen Curry,,activated from IL
2012-01-01,Bobcats,,Tyrus Thomas,sprained left ankle (DNP)
2012-01-01,Bulls,,Richard Hamilton,sore left groin (DNP)
2012-01-01,Clippers,,Chauncey Billups,sore right groin (DNP)
2012-01-01,Clippers,,Reggie Evans,sprained right foot (DNP)
2012-01-01,Grizzlies,,Mike Conley Jr.,sprained left ankle (DNP)
2012-01-01,Hornets,,Eric Gordon,bruised right knee (DNP)
2012-01-01,Hornets,Gustavo Ayon,,activated from IL
2012-01-01,Kings,,DeMarcus Cousins,placed on IL
2012-01-01,Kings,Hassan Whiteside,,activated from IL
2012-01-01,Magic,,Daniel Orton,placed on IL
2012-01-01,Magic,Jameer Nelson,,activated from IL
2012-01-01,Nuggets,,DeMarre Carroll,placed on IL
2012-01-01,Nuggets,Jordan Hamilton,,activated from IL
2012-01-01,Raptors,,Jerryd Bayless,sprained left ankle (DNP)
2012-01-01,Timberwolves,,Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP)
2012-01-01,Wizards,Maurice Evans,,activated from IL
2012-01-01,Grizzlies,Xavier Henry,,activated from IL
2012-01-01,Wizards,,Hamady N'Diaye,placed on IL
2012-01-01,Grizzlies,,Xavier Henry,sprained right ankle (DNP)
2012-01-02,Bucks,,Mike Dunleavy Jr.,illness (DNP)
2012-01-02,Bucks,Luc Mbah a Moute,,activated from IL
2012-01-02,Celtics,,Jermaine O'Neal,placed on IL with sore left hamstring
2012-01-02,Celtics,Chris Wilcox,,activated from IL
2012-01-02,Heat,,Mickell Gladness,left foot infection (DNP)
2012-01-02,Hornets,,Eric Gordon,bruised right knee (DNP)
2012-01-02,Knicks,,Amar'e Stoudemire,sprained left ankle (DNP)
2012-01-02,Nets,,Kris Humphries,placed on IL with sore left shoulder
2012-01-02,Nets,Jordan Williams,,activated from IL
2012-01-02,Nuggets,,Nene Hilario ,placed on IL with bruised left heel
2012-01-02,Nuggets,Julyan Stone,,activated from IL
2012-01-02,Raptors,,Jerryd Bayless,sprained left ankle (DNP)
2012-01-02,Spurs,,Manu Ginobili,broken bone in left hand (out indefinitely)
2012-01-02,Timberwolves,,Jose Barea ,strained left hamstring (DNP)
2012-01-02,Timberwolves,,Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP)
2012-01-02,Warriors,,David Lee,placed on IL with illness
2012-01-02,Wizards,,Ronny Turiaf,placed on IL with broken left hand
2012-01-02,Wizards,Jan Vesely,,activated from IL
2012-01-02,Spurs,Gary Neal,,activated from IL
2012-01-03,Bobcats,,Tyrus Thomas,sprained left ankle (DNP)
2012-01-03,Bucks,,Beno Udrih,sprained/bruised left shoulder (DNP)
2012-01-03,Bucks,,Mike Dunleavy Jr.,sore groin (DNP)
2012-01-03,Bulls,,C.J. Watson,sprained left elbow (DNP)
2012-01-03,Grizzlies,,Xavier Henry,sprained right ankle (DNP)
2012-01-03,Grizzlies,,Zach Randolph,placed on IL with torn MCL in right knee
2012-01-03,Kings,,Hassan Whiteside,placed on IL
2012-01-03,Kings,,Tyler Honeycutt,placed on IL
2012-01-03,Kings,DeMarcus Cousins,,activated from IL
2012-01-03,Lakers,,Josh McRoberts,placed on IL with toe injury
2012-01-03,Lakers,Darius Morris,,activated from IL
2012-01-03,Rockets,,Marcus Morris,placed on IL
2012-01-03,Rockets,Hasheem Thabeet,,activated from IL
2012-01-03,Thunder,,Thabo Sefolosha,placed on IL with flu-like symptoms
2012-01-03,Thunder,Royal Ivey,,activated from IL
2012-01-03,Grizzlies,Hamed Haddadi,,activated from IL
2012-01-04,76ers,,Nikola Vucevic,strained back (DNP)
2012-01-04,Bobcats,,Tyrus Thomas,sprained left ankle (DNP)
2012-01-04,Bulls,,C.J. Watson,sprained left elbow (DNP)
2012-01-04,Cavaliers,Mychel Thompson,,activated from IL
2012-01-04,Celtics,,Ray Allen,placed on IL with illness / flu
2012-01-04,Celtics,Jermaine O'Neal,,activated from IL
2012-01-04,Clippers,,Chris Wright,placed on IL
2012-01-04,Clippers,,Eric Bledsoe,placed on IL with torn lateral meniscus in right knee
2012-01-04,Clippers,,Reggie Evans,sprained right foot (DNP)
2012-01-04,Heat,,Dwyane Wade,bruised left foot (DNP)
2012-01-04,Heat,,Mickell Gladness,left foot infection (DNP)
2012-01-04,Hornets,,Trevor Ariza,strained groin (DNP)
2012-01-04,Knicks,,Jared Jeffries,placed on IL with calf injury
2012-01-04,Knicks,Iman Shumpert,,activated from IL
2012-01-04,Mavericks,,Sean Williams,placed on IL
2012-01-04,Mavericks,Brandan Wright,,activated from IL
2012-01-04,Nets,,Deron Williams,sore ribs on right side (DNP)
2012-01-04,Raptors,,Jerryd Bayless,sprained left ankle (DNP)
2012-01-04,Rockets,,Courtney Lee,placed on IL with calf injury
2012-01-04,Rockets,Jeff Adrien,,activated from IL
2012-01-04,Spurs,,Cory Joseph,placed on IL
2012-01-04,Spurs,,Manu Ginobili,placed on IL with broken bone in left hand
2012-01-04,Spurs,Gary Neal,,activated from IL
2012-01-04,Thunder,,Ryan Reid,surgery to repair broken nose (out indefinitely)
2012-01-04,Timberwolves,,Jose Barea ,strained left hamstring (DNP)
2012-01-04,Timberwolves,,Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP)
2012-01-04,Warriors,David Lee,,activated from IL
2012-01-04,Cavaliers,,Christian Eyenga,placed on IL
2012-01-05,Bucks,,Andrew Bogut,placed on IL for personal reasons
2012-01-05,Bucks,,Luc Mbah a Moute,right knee tendinitis (DNP)
2012-01-05,Bucks,,Mike Dunleavy Jr.,sore groin (DNP)
2012-01-05,Heat,,Dwyane Wade,bruised left foot (DNP)
2012-01-05,Heat,,Mickell Gladness,left foot infection (DNP)
2012-01-05,Kings,,Donte Greene,personal reasons (DNP)
2012-01-05,Knicks,,Mike Bibby,foot injury (DNP)
2012-01-06,Celtics,,E'Twaun Moore,placed on IL
2012-01-06,Celtics,Ray Allen,,activated from IL
2012-01-06,Hawks,,Tracy McGrady,placed on IL with bruised knee
2012-01-06,Hawks,Donald Sloan,,activated from IL
2012-01-06,Hornets,,Eric Gordon,bruised right knee (DNP)
2012-01-06,Hornets,,Trevor Ariza,strained groin (DNP)
2012-01-06,Hornets,,Xavier Henry,placed on IL with right ankle inijury
2012-01-06,Kings,,Chuck Hayes,dislocated left shoulder (out indefinitely)
2012-01-06,Magic,,DeAndre Liggins,allergic reaction (DTD)
2012-01-06,Magic,,Quentin Richardson,placed on IL with right ankle injury
2012-01-06,Magic,Daniel Orton,,activated from IL
2012-01-06,Nets,,Damion James,sprained right ankle (DTD)
2012-01-06,Nets,,MarShon Brooks,sprained left ankle (DNP)
2012-01-06,Nets,Kris Humphries,,activated from IL
2012-01-06,Nuggets,,Jordan Hamilton,placed on IL
2012-01-06,Nuggets,Nene Hilario ,,activated from IL
2012-01-06,Pacers,,Lance Stephenson,sprained left ankle (DTD)
2012-01-06,Pacers,Jeff Foster,,activated from IL
2012-01-06,Pacers,Jeff Ayres,,activated from IL
2012-01-06,Pistons,,Rodney Stuckey,groin injury (DTD)
2012-01-06,Raptors,,Jerryd Bayless,sprained left ankle (DNP)
2012-01-06,Rockets,,Kyle Lowry,bruised right foot (DTD)
2012-01-06,Thunder,,Royal Ivey,placed on IL
2012-01-06,Thunder,Thabo Sefolosha,,activated from IL
2012-01-06,Timberwolves,,Jose Barea ,strained left hamstring (DNP)
2012-01-06,Timberwolves,,Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP)
2012-01-06,Timberwolves,Nikola Pekovic,,returned to lineup
2012-01-06,Warriors,,Andris Biedrins,placed on IL with right ankle injury
2012-01-06,Warriors,,Stephen Curry,placed on IL with sprained right ankle
2012-01-06,Bobcats,,Corey Maggette,strained left hamstring (DNP)
2012-01-07,76ers,Lavoy Allen,,activated from IL
2012-01-07,Bobcats,,Corey Maggette,strained left hamstring (DNP)
2012-01-07,Bucks,,Beno Udrih,sprained/bruised left shoulder (DNP)
2012-01-07,Bucks,,Luc Mbah a Moute,right knee tendinitis (DNP)
2012-01-07,Bucks,,Mike Dunleavy Jr.,placed on IL with groin injury
2012-01-07,Bucks,Tobias Harris,,activated from IL
2012-01-07,Bulls,,C.J. Watson,sprained left elbow (DNP)
2012-01-07,Hawks,,Donald Sloan,placed on IL
2012-01-07,Hawks,Tracy McGrady,,activated from IL
2012-01-07,Heat,,Dwyane Wade,bruised left foot (DNP)
2012-01-07,Heat,,LeBron James,sprained left ankle (DNP)
2012-01-07,Hornets,,Eric Gordon,bruised right knee (DNP)
2012-01-07,Hornets,,Trevor Ariza,strained groin (DNP)
2012-01-07,Mavericks,,Jason Kidd,strained lower back (DNP)
2012-01-07,Nets,,Damion James,sore right foot (DNP)
2012-01-07,Nets,,Mehmet Okur,placed on IL with back spasms
2012-01-07,Nuggets,,Nene Hilario ,bruised left heel (DNP)
2012-01-07,Pacers,,Jeff Ayres,sprained right knee (DTD)
2012-01-07,Pistons,,Austin Daye,sore right ankle (DNP)
2012-01-07,Pistons,,Charlie Villanueva,sore right ankle (DNP)
2012-01-07,Pistons,,Rodney Stuckey,sore groin (DNP)
2012-01-07,Raptors,,Jerryd Bayless,sprained left ankle (DNP)
2012-01-07,Rockets,,Kyle Lowry,bruised right foot (DTD)
2012-01-07,Timberwolves,,Michael Beasley,sprained right foot (out indefinitely)
2012-01-08,Bucks,,Beno Udrih,sprained/bruised left shoulder (DNP)
2012-01-08,Bucks,,Luc Mbah a Moute,right knee tendinitis (DNP)
2012-01-08,Cavaliers,,Mychel Thompson,placed on IL
2012-01-08,Cavaliers,Semih Erden,,activated from IL
2012-01-08,Kings,,Chuck Hayes,dislocated left shoulder (DNP)
2012-01-08,Thunder,,Eric Maynor,placed on IL with torn ACL in right knee (out for season)
2012-01-08,Thunder,Royal Ivey,,activated from IL
2012-01-08,Timberwolves,,Jose Barea ,strained left hamstring (DNP)
2012-01-08,Timberwolves,,Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP)
2012-01-08,Timberwolves,,Michael Beasley,sprained right foot (DNP)
