"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"1534","81","81","72","112.50","11","1","v South Africa","Dambulla","29 Jul 2018","ODI # 4025","Kusal Perera ",300631
"1535","12","12","24","50.00","1","0","v South Africa","Dambulla","1 Aug 2018","ODI # 4027","Kusal Perera ",300631
"1536","27","27","17","158.82","4","0","v South Africa","Pallekele","5 Aug 2018","ODI # 4029","Kusal Perera ",300631
"1537","51","51","32","159.37","6","2","v South Africa","Pallekele","8 Aug 2018","ODI # 4030","Kusal Perera ",300631
"1538","8","8","7","114.28","1","0","v South Africa","Colombo (RPS)","12 Aug 2018","ODI # 4031","Kusal Perera ",300631
"1539","11","11","24","45.83","2","0","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Kusal Perera ",300631
"1540","17","17","17","100.00","2","0","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Kusal Perera ",300631
"1541","TDNB","-","-","-","-","-","v England","Dambulla","10 Oct 2018","ODI # 4052","Kusal Perera ",300631
"1542","30","30","37","81.08","4","0","v England","Dambulla","13 Oct 2018","ODI # 4053","Kusal Perera ",300631
"1543","102","102","86","118.60","13","1","v New Zealand","Mount Maunganui","3 Jan 2019","ODI # 4074","Kusal Perera ",300631
"1544","4","4","23","17.39","0","0","v New Zealand","Mount Maunganui","5 Jan 2019","ODI # 4075","Kusal Perera ",300631
"1545","43","43","49","87.75","5","1","v New Zealand","Nelson","8 Jan 2019","ODI # 4076","Kusal Perera ",300631
"1546","33","33","36","91.66","4","0","v South Africa","Johannesburg","3 Mar 2019","ODI # 4104","Kusal Perera ",300631
"1547","8","8","23","34.78","0","0","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Kusal Perera ",300631
"1548","DNB","-","-","-","-","-","v South Africa","Durban","10 Mar 2019","ODI # 4112","Kusal Perera ",300631
"1549","51","51","59","86.44","8","0","v Ireland","Dublin (Malahide)","16 Jun 2016","ODI # 3748","Kusal Mendis",629074
"1550","8","8","7","114.28","1","0","v Ireland","Dublin (Malahide)","18 Jun 2016","ODI # 3749","Kusal Mendis",629074
"1551","17","17","14","121.42","2","1","v England","Nottingham","21 Jun 2016","ODI # 3751","Kusal Mendis",629074
"1552","0","0","9","0.00","0","0","v England","Birmingham","24 Jun 2016","ODI # 3753","Kusal Mendis",629074
"1553","53","53","66","80.30","5","1","v England","Bristol","26 Jun 2016","ODI # 3755","Kusal Mendis",629074
"1554","77","77","64","120.31","13","0","v England","The Oval","29 Jun 2016","ODI # 3757","Kusal Mendis",629074
"1555","22","22","34","64.70","2","0","v England","Cardiff","2 Jul 2016","ODI # 3758","Kusal Mendis",629074
"1556","67","67","95","70.52","6","0","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Kusal Mendis",629074
"1557","69","69","69","100.00","9","0","v Australia","Colombo (RPS)","24 Aug 2016","ODI # 3769","Kusal Mendis",629074
"1558","4","4","2","200.00","1","0","v Australia","Dambulla","28 Aug 2016","ODI # 3772","Kusal Mendis",629074
"1559","1","1","8","12.50","0","0","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Kusal Mendis",629074
"1560","33","33","36","91.66","5","1","v Australia","Pallekele","4 Sep 2016","ODI # 3776","Kusal Mendis",629074
"1561","12*","12","8","150.00","1","1","v Zimbabwe","Harare","14 Nov 2016","ODI # 3804","Kusal Mendis",629074
"1562","4","4","6","66.66","1","0","v West Indies","Harare","16 Nov 2016","ODI # 3805","Kusal Mendis",629074
"1563","TDNB","-","-","-","-","-","v Zimbabwe","Bulawayo","21 Nov 2016","ODI # 3807","Kusal Mendis",629074
"1564","94","94","73","128.76","7","5","v West Indies","Bulawayo","23 Nov 2016","ODI # 3808","Kusal Mendis",629074
"1565","57","57","72","79.16","10","0","v Zimbabwe","Bulawayo","27 Nov 2016","ODI # 3810","Kusal Mendis",629074
"1566","62","62","94","65.95","10","0","v South Africa","Port Elizabeth","28 Jan 2017","ODI # 3828","Kusal Mendis",629074
"1567","20","20","22","90.90","3","0","v South Africa","Durban","1 Feb 2017","ODI # 3830","Kusal Mendis",629074
"1568","4","4","7","57.14","0","0","v South Africa","Johannesburg","4 Feb 2017","ODI # 3831","Kusal Mendis",629074
"1569","29","29","34","85.29","3","0","v South Africa","Cape Town","7 Feb 2017","ODI # 3833","Kusal Mendis",629074
"1570","1","1","7","14.28","0","0","v South Africa","Centurion","10 Feb 2017","ODI # 3834","Kusal Mendis",629074
"1571","4","4","17","23.52","0","0","v Bangladesh","Dambulla","25 Mar 2017","ODI # 3855","Kusal Mendis",629074
"1572","102","102","107","95.32","9","1","v Bangladesh","Dambulla","28 Mar 2017","ODI # 3856","Kusal Mendis",629074
"1573","54","54","76","71.05","4","0","v Bangladesh","Colombo (SSC)","1 Apr 2017","ODI # 3858","Kusal Mendis",629074
"1574","11","11","10","110.00","2","0","v South Africa","The Oval","3 Jun 2017","ODI # 3877","Kusal Mendis",629074
"1575","89","89","93","95.69","11","1","v India","The Oval","8 Jun 2017","ODI # 3882","Kusal Mendis",629074
"1576","27","27","29","93.10","4","0","v Pakistan","Cardiff","12 Jun 2017","ODI # 3888","Kusal Mendis",629074
"1577","86","86","80","107.50","8","1","v Zimbabwe","Galle","30 Jun 2017","ODI # 3897","Kusal Mendis",629074
"1578","0","0","1","0.00","0","0","v Zimbabwe","Galle","2 Jul 2017","ODI # 3899","Kusal Mendis",629074
"1579","28*","28","25","112.00","2","0","v Zimbabwe","Hambantota","6 Jul 2017","ODI # 3901","Kusal Mendis",629074
"1580","0","0","1","0.00","0","0","v Zimbabwe","Hambantota","8 Jul 2017","ODI # 3903","Kusal Mendis",629074
"1581","1","1","8","12.50","0","0","v Zimbabwe","Hambantota","10 Jul 2017","ODI # 3904","Kusal Mendis",629074
"1582","36","36","37","97.29","5","0","v India","Dambulla","20 Aug 2017","ODI # 3905","Kusal Mendis",629074
"1583","19","19","48","39.58","2","0","v India","Pallekele","24 Aug 2017","ODI # 3906","Kusal Mendis",629074
"1584","1","1","10","10.00","0","0","v India","Pallekele","27 Aug 2017","ODI # 3907","Kusal Mendis",629074
"1585","1","1","7","14.28","0","0","v India","Colombo (RPS)","31 Aug 2017","ODI # 3908","Kusal Mendis",629074
"1586","2","2","8","25.00","0","0","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Kusal Mendis",629074
"1587","10","10","24","41.66","1","0","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Kusal Mendis",629074
"1588","0","0","4","0.00","0","0","v Zimbabwe","Dhaka","17 Jan 2018","ODI # 3955","Kusal Mendis",629074
"1589","19","19","34","55.88","1","0","v Bangladesh","Dhaka","19 Jan 2018","ODI # 3959","Kusal Mendis",629074
"1590","36","36","44","81.81","4","0","v Zimbabwe","Dhaka","21 Jan 2018","ODI # 3962","Kusal Mendis",629074
"1591","DNB","-","-","-","-","-","v Bangladesh","Dhaka","25 Jan 2018","ODI # 3965","Kusal Mendis",629074
"1592","28","28","9","311.11","2","3","v Bangladesh","Dhaka","27 Jan 2018","ODI # 3967","Kusal Mendis",629074
"1593","3","3","6","50.00","0","0","v South Africa","Dambulla","29 Jul 2018","ODI # 4025","Kusal Mendis",629074
"1594","0","0","1","0.00","0","0","v South Africa","Dambulla","1 Aug 2018","ODI # 4027","Kusal Mendis",629074
"1595","31","31","34","91.17","4","0","v South Africa","Pallekele","5 Aug 2018","ODI # 4029","Kusal Mendis",629074
"1596","14","14","13","107.69","0","1","v South Africa","Pallekele","8 Aug 2018","ODI # 4030","Kusal Mendis",629074
"1597","38","38","43","88.37","5","0","v South Africa","Colombo (RPS)","12 Aug 2018","ODI # 4031","Kusal Mendis",629074
"1598","0","0","1","0.00","0","0","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Kusal Mendis",629074
"1599","0","0","2","0.00","0","0","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Kusal Mendis",629074
"1600","0","0","1","0.00","0","0","v England","Pallekele","17 Oct 2018","ODI # 4054","Kusal Mendis",629074
"1601","5","5","14","35.71","0","0","v England","Pallekele","20 Oct 2018","ODI # 4055","Kusal Mendis",629074
"1602","56","56","33","169.69","1","6","v England","Colombo (RPS)","23 Oct 2018","ODI # 4058","Kusal Mendis",629074
"1603","18","18","20","90.00","2","0","v New Zealand","Mount Maunganui","3 Jan 2019","ODI # 4074","Kusal Mendis",629074
"1604","20","20","30","66.66","2","0","v New Zealand","Mount Maunganui","5 Jan 2019","ODI # 4075","Kusal Mendis",629074
"1605","0","0","0","-","0","0","v New Zealand","Nelson","8 Jan 2019","ODI # 4076","Kusal Mendis",629074
"1606","60","60","73","82.19","5","1","v South Africa","Johannesburg","3 Mar 2019","ODI # 4104","Kusal Mendis",629074
"1607","24","24","31","77.41","2","0","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Kusal Mendis",629074
"1608","41","41","31","132.25","4","2","v South Africa","Durban","10 Mar 2019","ODI # 4112","Kusal Mendis",629074
"1609","21","21","42","50.00","1","0","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Kusal Mendis",629074
"1610","56","56","84","66.66","3","0","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Kusal Mendis",629074
"1611","22","22","24","91.66","4","0","v India","Dhaka","5 Jan 2010","ODI # 2938","Lahiru Thirimanne",301236
"1612","DNB","-","-","-","-","-","v Bangladesh","Dhaka","8 Jan 2010","ODI # 2940","Lahiru Thirimanne",301236
"1613","15","15","21","71.42","0","0","v Zimbabwe","Harare","7 Jun 2010","ODI # 2989","Lahiru Thirimanne",301236
"1614","13","13","15","86.66","0","0","v South Africa","Kimberley","20 Jan 2012","ODI # 3228","Lahiru Thirimanne",301236
"1615","69","69","63","109.52","7","0","v South Africa","Johannesburg","22 Jan 2012","ODI # 3229","Lahiru Thirimanne",301236
"1616","7","7","11","63.63","0","0","v India","Perth","8 Feb 2012","ODI # 3233","Lahiru Thirimanne",301236
"1617","3","3","6","50.00","0","0","v Australia","Perth","10 Feb 2012","ODI # 3235","Lahiru Thirimanne",301236
"1618","DNB","-","-","-","-","-","v Australia","Sydney","17 Feb 2012","ODI # 3241","Lahiru Thirimanne",301236
"1619","62","62","62","100.00","6","0","v India","Brisbane","21 Feb 2012","ODI # 3246","Lahiru Thirimanne",301236
"1620","24","24","34","70.58","1","0","v Australia","Hobart","24 Feb 2012","ODI # 3248","Lahiru Thirimanne",301236
"1621","DNB","-","-","-","-","-","v India","Hobart","28 Feb 2012","ODI # 3251","Lahiru Thirimanne",301236
"1622","51","51","59","86.44","2","0","v Australia","Melbourne","2 Mar 2012","ODI # 3253","Lahiru Thirimanne",301236
"1623","14","14","30","46.66","0","0","v Australia","Brisbane","4 Mar 2012","ODI # 3255","Lahiru Thirimanne",301236
"1624","DNB","-","-","-","-","-","v Australia","Adelaide","6 Mar 2012","ODI # 3256","Lahiru Thirimanne",301236
"1625","30","30","57","52.63","1","0","v Australia","Adelaide","8 Mar 2012","ODI # 3257","Lahiru Thirimanne",301236
"1626","29","29","37","78.37","0","1","v India","Dhaka","13 Mar 2012","ODI # 3259","Lahiru Thirimanne",301236
"1627","7","7","18","38.88","0","0","v Pakistan","Dhaka","15 Mar 2012","ODI # 3260","Lahiru Thirimanne",301236
"1628","48","48","73","65.75","3","0","v Bangladesh","Dhaka","20 Mar 2012","ODI # 3265","Lahiru Thirimanne",301236
"1629","42*","42","73","57.53","3","0","v Pakistan","Pallekele","7 Jun 2012","ODI # 3272","Lahiru Thirimanne",301236
"1630","DNB","-","-","-","-","-","v Pakistan","Pallekele","9 Jun 2012","ODI # 3273","Lahiru Thirimanne",301236
"1631","TDNB","-","-","-","-","-","v Pakistan","Colombo (RPS)","13 Jun 2012","ODI # 3274","Lahiru Thirimanne",301236
"1632","13","13","9","144.44","1","1","v Pakistan","Colombo (RPS)","16 Jun 2012","ODI # 3275","Lahiru Thirimanne",301236
"1633","11","11","16","68.75","1","0","v Pakistan","Colombo (RPS)","18 Jun 2012","ODI # 3277","Lahiru Thirimanne",301236
"1634","7","7","10","70.00","0","0","v India","Hambantota","21 Jul 2012","ODI # 3291","Lahiru Thirimanne",301236
"1635","DNB","-","-","-","-","-","v India","Hambantota","24 Jul 2012","ODI # 3292","Lahiru Thirimanne",301236
"1636","47","47","69","68.11","0","0","v India","Colombo (RPS)","31 Jul 2012","ODI # 3294","Lahiru Thirimanne",301236
"1637","77","77","96","80.20","5","3","v India","Pallekele","4 Aug 2012","ODI # 3295","Lahiru Thirimanne",301236
"1638","DNB","-","-","-","-","-","v New Zealand","Pallekele","4 Nov 2012","ODI # 3305","Lahiru Thirimanne",301236
"1639","DNB","-","-","-","-","-","v New Zealand","Pallekele","6 Nov 2012","ODI # 3306","Lahiru Thirimanne",301236
"1640","0","0","8","0.00","0","0","v New Zealand","Hambantota","10 Nov 2012","ODI # 3307","Lahiru Thirimanne",301236
"1641","17","17","15","113.33","3","0","v New Zealand","Hambantota","12 Nov 2012","ODI # 3308","Lahiru Thirimanne",301236
"1642","0","0","0","-","0","0","v Australia","Melbourne","11 Jan 2013","ODI # 3317","Lahiru Thirimanne",301236
"1643","102*","102","134","76.11","12","0","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Lahiru Thirimanne",301236
"1644","7","7","24","29.16","1","0","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Lahiru Thirimanne",301236
"1645","DNB","-","-","-","-","-","v Australia","Sydney","20 Jan 2013","ODI # 3324","Lahiru Thirimanne",301236
"1646","1","1","10","10.00","0","0","v Australia","Hobart","23 Jan 2013","ODI # 3326","Lahiru Thirimanne",301236
"1647","DNB","-","-","-","-","-","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Lahiru Thirimanne",301236
"1648","DNB","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Lahiru Thirimanne",301236
"1649","25*","25","15","166.66","1","2","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Lahiru Thirimanne",301236
"1650","9","9","28","32.14","1","0","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Lahiru Thirimanne",301236
"1651","DNB","-","-","-","-","-","v England","The Oval","13 Jun 2013","ODI # 3370","Lahiru Thirimanne",301236
"1652","57","57","86","66.27","4","0","v Australia","The Oval","17 Jun 2013","ODI # 3374","Lahiru Thirimanne",301236
"1653","7","7","31","22.58","1","0","v India","Cardiff","20 Jun 2013","ODI # 3376","Lahiru Thirimanne",301236
"1654","6","6","19","31.57","1","0","v West Indies","Kingston","28 Jun 2013","ODI # 3378","Lahiru Thirimanne",301236
"1655","DNB","-","-","-","-","-","v India","Kingston","2 Jul 2013","ODI # 3382","Lahiru Thirimanne",301236
"1656","23","23","73","31.50","0","0","v West Indies","Port of Spain","7 Jul 2013","ODI # 3385","Lahiru Thirimanne",301236
"1657","0","0","3","0.00","0","0","v India","Port of Spain","9 Jul 2013","ODI # 3387","Lahiru Thirimanne",301236
"1658","46","46","72","63.88","4","0","v India","Port of Spain","11 Jul 2013","ODI # 3388","Lahiru Thirimanne",301236
"1659","17","17","33","51.51","0","0","v South Africa","Colombo (RPS)","20 Jul 2013","ODI # 3392","Lahiru Thirimanne",301236
"1660","13","13","27","48.14","0","0","v South Africa","Colombo (RPS)","23 Jul 2013","ODI # 3394","Lahiru Thirimanne",301236
"1661","1*","1","8","12.50","0","0","v South Africa","Pallekele","28 Jul 2013","ODI # 3400","Lahiru Thirimanne",301236
"1662","68","68","93","73.11","6","1","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Lahiru Thirimanne",301236
"1663","2","2","6","33.33","0","0","v New Zealand","Hambantota","10 Nov 2013","ODI # 3432","Lahiru Thirimanne",301236
"1664","DNB","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2013","ODI # 3434","Lahiru Thirimanne",301236
"1665","23","23","29","79.31","4","0","v New Zealand","Dambulla","16 Nov 2013","ODI # 3435","Lahiru Thirimanne",301236
"1666","10","10","16","62.50","1","0","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Lahiru Thirimanne",301236
"1667","18","18","31","58.06","2","0","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Lahiru Thirimanne",301236
"1668","102","102","110","92.72","11","1","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Lahiru Thirimanne",301236
"1669","38","38","55","69.09","4","1","v India","Fatullah","28 Feb 2014","ODI # 3476","Lahiru Thirimanne",301236
"1670","5","5","16","31.25","0","0","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Lahiru Thirimanne",301236
"1671","33","33","60","55.00","3","0","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Lahiru Thirimanne",301236
"1672","101","101","108","93.51","13","0","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Lahiru Thirimanne",301236
"1673","8","8","24","33.33","0","0","v Ireland","Dublin","6 May 2014","ODI # 3490","Lahiru Thirimanne",301236
"1674","0","0","5","0.00","0","0","v England","The Oval","22 May 2014","ODI # 3492","Lahiru Thirimanne",301236
"1675","10","10","37","27.02","0","1","v England","Chester-le-Street","25 May 2014","ODI # 3493","Lahiru Thirimanne",301236
"1676","7","7","16","43.75","1","0","v England","Manchester","28 May 2014","ODI # 3494","Lahiru Thirimanne",301236
"1677","16","16","14","114.28","2","0","v England","Lord's","31 May 2014","ODI # 3495","Lahiru Thirimanne",301236
"1678","60*","60","101","59.40","2","1","v England","Birmingham","3 Jun 2014","ODI # 3496","Lahiru Thirimanne",301236
"1679","15","15","26","57.69","0","0","v South Africa","Colombo (RPS)","6 Jul 2014","ODI # 3500","Lahiru Thirimanne",301236
"1680","36","36","49","73.46","4","0","v South Africa","Pallekele","9 Jul 2014","ODI # 3501","Lahiru Thirimanne",301236
"1681","22","22","37","59.45","1","0","v South Africa","Hambantota","12 Jul 2014","ODI # 3502","Lahiru Thirimanne",301236
"1682","59","59","69","85.50","7","1","v India","Kolkata","13 Nov 2014","ODI # 3544","Lahiru Thirimanne",301236
"1683","52","52","76","68.42","2","1","v India","Ranchi","16 Nov 2014","ODI # 3547","Lahiru Thirimanne",301236
"1684","27*","27","22","122.72","3","0","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Lahiru Thirimanne",301236
"1685","DNB","-","-","-","-","-","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Lahiru Thirimanne",301236
"1686","62*","62","47","131.91","7","0","v England","Hambantota","3 Dec 2014","ODI # 3561","Lahiru Thirimanne",301236
"1687","19*","19","21","90.47","2","0","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Lahiru Thirimanne",301236
"1688","8","8","19","42.10","1","0","v England","Pallekele","10 Dec 2014","ODI # 3565","Lahiru Thirimanne",301236
"1689","DNB","-","-","-","-","-","v England","Pallekele","13 Dec 2014","ODI # 3567","Lahiru Thirimanne",301236
"1690","DNB","-","-","-","-","-","v England","Colombo (RPS)","16 Dec 2014","ODI # 3569","Lahiru Thirimanne",301236
"1691","23","23","50","46.00","1","1","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Lahiru Thirimanne",301236
"1692","2*","2","5","40.00","0","0","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Lahiru Thirimanne",301236
