Incident_Date,Aircaft_Model,Aircaft_Registration,Aircaft_Operator,Aircaft_Nature,Incident_Category,Incident_Cause(es),Incident_Location,Aircaft_Damage_Type,Date,Time,Arit,Aircaft_Engines,Onboard_Crew,Onboard_Passengers,Onboard_Total,Fatalities,Aircaft_First_Flight,Aircraft_Phase,Departure_Airport,Destination_Airport,Ground_Casualties,Collision_Casualties
23-FEB-2019,Boeing 767-375ER (BCF) (WL),N1217A,"Amazon Air, opb Atlas Air",Cargo,Accident | hull-loss,Result - Loss of control,"Trinity Bay,...",Destroyed,Saturday 23 February 2019,12:39,23-FEB-2019,2 General Electric CF6-80C2B6F,Fatalities: 2 / Occupants: 2,Fatalities: 1 / Occupants: 1,Fatalities: 3 / Occupants: 3,3,1992-04-21  (26 years 10 months),En route (ENR),"Miami International Airport, FL (MIA/KMIA) , United States of America","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH) , United States of America",,
24-FEB-2019,Boeing 737-8E9 (WL),S2-AHV,Biman Bangladesh,Domestic Scheduled Passenger,Hijacking | repairable-damage,"Result - Hijacking - Plane stormed, Security - Hijack",Chittagong-S...,Minor,Sunday 24 February 2019,,24-FEB-2019,2 CFMI CFM56-7BE,Fatalities: 0 / Occupants: 14,Fatalities: 1 / Occupants: 134,Fatalities: 1 / Occupants: 148,1,2015-12-11  (3 years 3 months),En route (ENR),"Dhaka-Shahjalal International Airport (DAC/VGHS) , Bangladesh","Chittagong-Shah Amanat International Airport (CGP/VGEG) , Bangladesh",,
25-FEB-2019,de Havilland Canada EO-5C (DHC-7-102),N89068,US Army,Military,Accident | hull-loss,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Landing/takeoff - Landing, Landing/takeoff - Landing - Heavy, Result - Runway mishap",Pyongtaek-De...,Substantial,Monday 25 February 2019,,25-FEB-2019,4 Pratt Whitney Canada PT6A-50,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1982,Landing (LDG),"Pyongtaek-Desiderio AAF (RKSG) , South Korea","Pyongtaek-Desiderio AAF (RKSG) , South Korea",,
26-FEB-2019,Gulfstream G200 Galaxy,4K-AZ88,Silk Way Business Aviation,Executive,Accident | hull-loss,Result - Runway excursion,Moskva-Shere...,Substantial,Tuesday 26 February 2019,12:44,26-FEB-2019,2 Pratt Whitney Canada PW306A,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 6,0,2008,Landing (LDG),"Baku-Heydar Aliyev International Airport (GYD/UBBB) , Azerbaijan","Moskva-Sheremetyevo Airport (SVO/UUEE) , Russia",,
01-MAR-2019,Airbus A320-214,OE-LOA,LaudaMotion,International Scheduled Passenger,Incident | repairable-damage,"Airplane - Engines, Landing/takeoff - Takeoff - Aborted, Result - Runway mishap",London-Stans...,Substantial,Friday 1 March 2019,20:20,01-MAR-2019,2 CFMI CFM56-5B4/P,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 169,Fatalities: 0 / Occupants: 176,0,2007-05-09  (11 years 10 months),Takeoff (TOF),"London-Stansted Airport (STN/EGSS) , United Kingdom","Wien-Schwechat International Airport (VIE/LOWW) , Austria",,
03-MAR-2019,Beechcraft 1900D,7T-VIO,Tassili Airlines,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway mishap",Ouargla-Ain ...,Substantial,Sunday 3 March 2019,08:56,03-MAR-2019,2 Pratt Whitney Canada PT6A-67D,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 13,Fatalities: 0 / Occupants: 16,0,1999,Landing (LDG),?,"Ouargla-Ain Beida Airport (OGX/DAUU) , Algeria",,
03-MAR-2019,Honda HA-420 HondaJet,N105HJ,Banyan Jet Service,-,"other occurrence (ground fire, sabotage) | hull-loss","External factors - Wind, hail, Result - Damaged on the ground",Eufaula-Weed...,Damaged beyond repair,Sunday 3 March 2019,16:00,03-MAR-2019,2 GE Honda HF120,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,2019,Standing (STD),-,-,,
03-MAR-2019,Airbus A320-214 (WL),PR-OCW,Avianca Brasil,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Rio de Janei...,Substantial,Sunday 3 March 2019,20:31 UTC,03-MAR-2019,2 CFMI CFM56-5B4/3,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 162,Fatalities: 0 / Occupants: 168,0,2015-10-13  (3 years 5 months),Landing (LDG),"Salvador-Deputado Luís Eduardo Magalhães International Airport, BA (SSA/SBSV) , Brazil","Rio de Janeiro/Galeão-Antonio Carlos Jobim International Airport, RJ (GIG/SBGL) , Brazil",,
04-MAR-2019,Embraer EMB-145XR,N14171,"CommutAir, opf United Express",Domestic Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Presque Isle...,Substantial,Monday 4 March 2019,11:43,04-MAR-2019,2 Allison AE3007A1,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 28,Fatalities: 0 / Occupants: 31,0,2004,Landing (LDG),"Newark-Liberty International Airport, NJ (EWR/KEWR) , United States of America","Presque Isle-Northern Maine Regional Airport, ME (PQI/KPQI) , United States of America",,
04-MAR-2019,Cessna 208B Grand Caravan,C-FAFV,Amik Aviation,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Result - CFIT - Level ground, Weather - Visibility -low",near Little Grand...,Substantial,Monday 4 March 2019,14:14,04-MAR-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 7,0,1996,Approach (APR),"Winnipeg/St. Andrews Airport, MB (CYAV) , Canada","Little Grand Rapids Airport, MB (ZGR/CZGR) , Canada",,
07-MAR-2019,Learjet 35A,LV-BNR,Baires Fly,Domestic Non Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Buenos Aires...,Substantial,Thursday 7 March 2019,19:30,07-MAR-2019,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,1981,Landing (LDG),"Rosario-Islas Malvinas International Airport, SF (ROS/SAAR) , Argentina","Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE) , Argentina",,
09-MAR-2019,Douglas DC-3,HK-2494,LASER,Domestic Non Scheduled Passenger,Accident | hull-loss,"Airplane - Engines, Result - Loss of control",Finca La Ben...,Destroyed,Saturday 9 March 2019,10:36,09-MAR-2019,2 Pratt Whitney R-1830-92,Fatalities: 3 / Occupants: 3,Fatalities: 11 / Occupants: 11,Fatalities: 14 / Occupants: 14,14,1945,Approach (APR),"San Jose del Guaviare-Jorge E. González T. Airport (SJE/SKSJ) , Colombia","Villavicencio Airport (VVC/SKVV) , Colombia",,
09-MAR-2019,Gulfstream G-IV,N505GF,Waffle House,Executive,Accident | repairable-damage,Result - Undershoot / overshoot,Atlanta-DeKa...,Substantial,Saturday 9 March 2019,15:47,09-MAR-2019,2 Rolls-Royce Tay 611-8,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 12,Fatalities: 0 / Occupants: 14,0,1995,Landing (LDG),"Bozeman Yellowstone International Airport, MT (BZN/KBZN) , United States of America","Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK) , United States of America",,
10-MAR-2019,Boeing 737 MAX 8,ET-AVJ,Ethiopian Airlines,International Scheduled Passenger,Accident | hull-loss,Result - Loss of control,near Addis Ababa-...,Destroyed,Sunday 10 March 2019,08:44,10-MAR-2019,2 CFMI LEAP-1B,Fatalities: 8 / Occupants: 8,Fatalities: 149 / Occupants: 149,Fatalities: 157 / Occupants: 157,157,2018-10-30  (4 months),En route (ENR),"Addis Ababa-Bole Airport (ADD/HAAB) , Ethiopia","Nairobi-Jomo Kenyatta International Airport (NBO/HKJK) , Kenya",,
10-MAR-2019,Hawker Siddeley HS-125-600A,fake reg.,private,Illegal Flight,Accident | hull-loss,Info-Unavailable,near San Pedro Pe...,Damaged beyond repair,Sunday 10 March 2019,,10-MAR-2019,,Fatalities: 1 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 2,1,,Landing (LDG),?,?,,
10-MAR-2019,Bombardier CL-600-2C10 Regional Jet CRJ-702ER,N530EA,"PSA Airlines, opf American Eagle",Domestic Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,Charlotte-Do...,Substantial,Sunday 10 March 2019,09:45,10-MAR-2019,2 General Electric CF34-8C5B1,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2010,Taxi (TXI),"Charlotte-Douglas International Airport, NC (CLT/KCLT) , United States of America","Augusta-Bush Field, GA (AGS/KAGS) , United States of America",,
10-MAR-2019,Bombardier CL-600-2D24 Regional Jet CRJ-900LR,N569NN,"PSA Airlines, opf American Eagle",Domestic Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,Charlotte-Do...,Substantial,Sunday 10 March 2019,09:45,10-MAR-2019,2 General Electric CF34-8C5,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2015-02-18  (4 years ),Taxi (TXI),"Charlotte-Douglas International Airport, NC (CLT/KCLT) , United States of America","Nashville International Airport, TN (BNA/KBNA) , United States of America",,
11-MAR-2019,de Havilland Canada CC-138 Twin Otter (DHC-6),13803,RCAF,Military,Accident | repairable-damage,Result - Runway mishap,"near Inuvik, NT",Substantial,Monday 11 March 2019,,11-MAR-2019,,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 7,0,1971,Landing (LDG),?,?,,
12-MAR-2019,Beechcraft A100 King Air,N945WS,Golden Wings Aviation,Executive,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway mishap",Latrobe-West...,Substantial,Tuesday 12 March 2019,13:35,12-MAR-2019,2 Garrett TPE331,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,1972,Landing (LDG),"Harrisburg-Capital City Airport, PA (HAR/KCXY) , United States of America","Monongahela-Rostraver Airport, PA (KFWQ) , United States of America",,
14-MAR-2019,Cessna 650 Citation III,N220CM,RP Sales and Leasing,Private,Accident | repairable-damage,Info-Unavailable,Orlando Sanf...,Substantial,Thursday 14 March 2019,22:15,14-MAR-2019,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,1988,Taxi (TXI),"Charleston-Yeager Airport, WV (CRW/KCRW) , United States of America","Orlando Sanford International Airport, FL (SFB/KSFB) , United States of America",,
18-MAR-2019,Bombardier BD-100-1A10 Challenger 300,9M-TST,Berjaya Air,Executive,Accident | repairable-damage,"Collision - Object, Collision - Object - Vehicle (on runway), Result - Runway mishap",Kuala Lumpur...,Substantial,Monday 18 March 2019,03:11,18-MAR-2019,,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 12,1,2006,Landing (LDG),"Jaipur-Sanganer Airport (JAI/VIJP) , India","Kuala Lumpur-Sultan Abdul Aziz Shah Airport (SZB/WMSA) , Malaysia",Fatalities: 1,
18-MAR-2019,IAI 1124 Westwind,N4MH,Sundance Airport FBO,Private,Accident | hull-loss,"Airplane - Engines, Airplane - Engines - Reverse thrust/prop ground fine pitch, Maintenance - Substandard practices (general), Result - Loss of control",Oklahoma Cit...,Destroyed,Monday 18 March 2019,15:37,18-MAR-2019,2 Garrett TFE731-3D-1G,Fatalities: 2 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 2,2,1978,Landing (LDG),"Panama City-Northwest Florida Beaches International Airport, FL (ECP/KECP) , United States of America","Oklahoma City-Sundance Airpark, OK (HSD/KHSD) , United States of America",,
19-MAR-2019,Fokker 100,EP-IDG,Iran Air,Domestic Scheduled Passenger,Accident | repairable-damage,"Airplane - Systems, Airplane - Systems - Hydraulics, Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Emergency, forced landing - On runway",Tehran-Mehra...,Unknown,Tuesday 19 March 2019,21:35,19-MAR-2019,2 Rolls-Royce Tay 650-15,Fatalities: 0 / Occupants: 9,Fatalities: 0 / Occupants: 24,Fatalities: 0 / Occupants: 33,0,1991-01-30  (28 years 2 months),Landing (LDG),"Qeshm International Airport (GSM/OIKQ) , Iran","Tehran-Mehrabad Airport (THR/OIII) , Iran",,
22-MAR-2019,Rockwell Sabreliner 60,N990PA,private,Illegal Flight,Accident | hull-loss,Info-Unavailable,near Bajamar,Destroyed,Friday 22 March 2019,,22-MAR-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1976,Landing (LDG),?,?,,
23-MAR-2019,Beechcraft B200 Super King Air,A2-MBM,Major Blue Air,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | hull-loss",Security - Suicide,Matsieng Aer...,Destroyed,Saturday 23 March 2019,18:20,23-MAR-2019,,Fatalities: 1 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 1,1,1994,Maneuvering (MNV),"Gaborone-Sir Seretse Khama International Airport (GBE/FBSK) , Botswana",-,,
23-MAR-2019,Airbus A320-232,HA-LPL,Wizz Air,International Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,Bristol Airp...,Minor,Saturday 23 March 2019,21:10,23-MAR-2019,2 IAE V2527-A5,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 159,Fatalities: 0 / Occupants: 165,0,2007-06-06  (11 years 10 months),Pushback / towing (PBT),"Bristol Airport (BRS/EGGD) , United Kingdom","Katowice-Pyrzowice Airport (KTW/EPKT) , Poland",,
27-MAR-2019,Antonov An-2,CU-A1825,ENSA,Agricultural,Accident | repairable-damage,Info-Unavailable,Alonso de Rojas,Substantial,Wednesday 27 March 2019,,27-MAR-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Maneuvering (MNV),?,?,,
27-MAR-2019,Boeing 737-7H4 (WL),N249WN,Southwest Airlines,Domestic Scheduled Passenger,Accident | repairable-damage,"Collision - Object, Collision - Object - Bird, Result - Emergency, forced landing - On runway",near Nashville In...,Substantial,Wednesday 27 March 2019,19:25,27-MAR-2019,2 CFMI CFM56-7B24,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2006-07-17  (12 years 9 months),Approach (APR),"Pittsburgh-Greater Pittsburgh International Airport, PA (PIT/KPIT) , United States of America","Nashville International Airport, TN (BNA/KBNA) , United States of America",,
03-APR-2019,Airbus A320-214,G-EZWC,easyJet,International Scheduled Passenger,Accident | repairable-damage,"Collision - Object, Collision - Object - Airport equipment, Result - Damaged on the ground",Belfast Inte...,Minor,Wednesday 3 April 2019,15:10,03-APR-2019,2 CFMI CFM56-5B4/3,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 180,Fatalities: 0 / Occupants: 186,0,2012,Pushback / towing (PBT),"Belfast International Airport (BFS/EGAA) , United Kingdom","Málaga Airport (AGP/LEMG) , Spain",,
